0	-540	227
1	-530	227
2	-520	227
3	-510	227
4	-500	227
5	-490	227
6	-480	227
7	-470	227
8	-460	227
9	-450	227
10	-440	227
11	-430	227
12	-420	227
13	-410	227
14	-400	227
15	-390	227
16	-380	227
17	-370	227
18	-360	227
19	-350	227
20	-340	227
21	-330	227
22	-320	227
23	-310	227
24	-300	227
25	-290	227
26	-280	227
27	-270	227
28	-260	227
29	-250	227
30	-240	227
31	-230	227
32	-220	227
33	-210	227
34	-200	227
35	-190	227
36	-180	227
37	-170	227
38	-160	227
39	-150	227
40	-140	227
41	-130	227
42	-120	227
43	-110	227
44	-100	227
45	-90	227
46	-80	227
47	-70	227
48	-60	227
49	-50	227
50	-40	227
51	-30	227
52	-20	227
53	-10	227
54	0	227
55	10	227
56	20	227
57	30	227
58	40	227
59	50	227
60	60	227
61	70	227
62	80	227
63	90	227
64	100	227
65	110	227
66	120	227
67	130	227
68	140	227
69	150	227
70	160	227
71	170	227
72	180	227
73	190	227
74	200	227
75	210	227
76	220	227
77	230	227
78	240	227
79	250	227
80	260	227
81	270	227
82	280	227
83	290	227
84	300	227
85	310	227
86	320	227
87	330	227
88	340	227
89	350	227
90	360	227
91	370	227
92	380	227
93	390	227
94	400	227
95	410	227
96	-535	222
97	-525	222
98	-515	222
99	-505	222
100	-495	222
101	-485	222
102	-475	222
103	-465	222
104	-455	222
105	-445	222
106	-435	222
107	-425	222
108	-415	222
109	-405	222
110	-395	222
111	-385	222
112	-375	222
113	-365	222
114	-355	222
115	-345	222
116	-335	222
117	-325	222
118	-315	222
119	-305	222
120	-295	222
121	-285	222
122	-275	222
123	-265	222
124	-255	222
125	-245	222
126	-235	222
127	-225	222
128	-215	222
129	-205	222
130	-195	222
131	-185	222
132	-175	222
133	-165	222
134	-155	222
135	-145	222
136	-135	222
137	-125	222
138	-115	222
139	-105	222
140	-95	222
141	-85	222
142	-75	222
143	-65	222
144	-55	222
145	-45	222
146	-35	222
147	-25	222
148	-15	222
149	-5	222
150	5	222
151	15	222
152	25	222
153	35	222
154	45	222
155	55	222
156	65	222
157	75	222
158	85	222
159	95	222
160	105	222
161	115	222
162	125	222
163	135	222
164	145	222
165	155	222
166	165	222
167	175	222
168	185	222
169	195	222
170	205	222
171	215	222
172	225	222
173	235	222
174	245	222
175	255	222
176	265	222
177	275	222
178	285	222
179	295	222
180	305	222
181	315	222
182	325	222
183	335	222
184	345	222
185	355	222
186	365	222
187	375	222
188	385	222
189	395	222
190	405	222
191	415	222
192	-540	209
193	-530	209
194	-520	209
195	-510	209
196	-500	209
197	-490	209
198	-480	209
199	-470	209
200	-460	209
201	-450	209
202	-440	209
203	-430	209
204	-420	209
205	-410	209
206	-400	209
207	-390	209
208	-380	209
209	-370	209
210	-360	209
211	-350	209
212	-340	209
213	-330	209
214	-320	209
215	-310	209
216	-300	209
217	-290	209
218	-280	209
219	-270	209
220	-260	209
221	-250	209
222	-240	209
223	-230	209
224	-220	209
225	-210	209
226	-200	209
227	-190	209
228	-180	209
229	-170	209
230	-160	209
231	-150	209
232	-140	209
233	-130	209
234	-120	209
235	-110	209
236	-100	209
237	-90	209
238	-80	209
239	-70	209
240	-60	209
241	-50	209
242	-40	209
243	-30	209
244	-20	209
245	-10	209
246	0	209
247	10	209
248	20	209
249	30	209
250	40	209
251	50	209
252	60	209
253	70	209
254	80	209
255	90	209
256	100	209
257	110	209
258	120	209
259	130	209
260	140	209
261	150	209
262	160	209
263	170	209
264	180	209
265	190	209
266	200	209
267	210	209
268	220	209
269	230	209
270	240	209
271	250	209
272	260	209
273	270	209
274	280	209
275	290	209
276	300	209
277	310	209
278	320	209
279	330	209
280	340	209
281	350	209
282	360	209
283	370	209
284	380	209
285	390	209
286	400	209
287	410	209
288	-535	204
289	-525	204
290	-515	204
291	-505	204
292	-495	204
293	-485	204
294	-475	204
295	-465	204
296	-455	204
297	-445	204
298	-435	204
299	-425	204
300	-415	204
301	-405	204
302	-395	204
303	-385	204
304	-375	204
305	-365	204
306	-355	204
307	-345	204
308	-335	204
309	-325	204
310	-315	204
311	-305	204
312	-295	204
313	-285	204
314	-275	204
315	-265	204
316	-255	204
317	-245	204
318	-235	204
319	-225	204
320	-215	204
321	-205	204
322	-195	204
323	-185	204
324	-175	204
325	-165	204
326	-155	204
327	-145	204
328	-135	204
329	-125	204
330	-115	204
331	-105	204
332	-95	204
333	-85	204
334	-75	204
335	-65	204
336	-55	204
337	-45	204
338	-35	204
339	-25	204
340	-15	204
341	-5	204
342	5	204
343	15	204
344	25	204
345	35	204
346	45	204
347	55	204
348	65	204
349	75	204
350	85	204
351	95	204
352	105	204
353	115	204
354	125	204
355	135	204
356	145	204
357	155	204
358	165	204
359	175	204
360	185	204
361	195	204
362	205	204
363	215	204
364	225	204
365	235	204
366	245	204
367	255	204
368	265	204
369	275	204
370	285	204
371	295	204
372	305	204
373	315	204
374	325	204
375	335	204
376	345	204
377	355	204
378	365	204
379	375	204
380	385	204
381	395	204
382	405	204
383	415	204
384	-540	15
385	-530	15
386	-520	15
387	-510	15
388	-500	15
389	-490	15
390	-480	15
391	-470	15
392	-460	15
393	-450	15
394	-440	15
395	-430	15
396	-420	15
397	-410	15
398	-400	15
399	-390	15
400	-380	15
401	-370	15
402	-360	15
403	-350	15
404	-340	15
405	-330	15
406	-320	15
407	-310	15
408	-300	15
409	-290	15
410	-280	15
411	-270	15
412	-260	15
413	-250	15
414	-240	15
415	-230	15
416	-220	15
417	-210	15
418	-200	15
419	-190	15
420	-180	15
421	-170	15
422	-160	15
423	-150	15
424	-140	15
425	-130	15
426	-120	15
427	-110	15
428	-100	15
429	-90	15
430	-80	15
431	-70	15
432	-60	15
433	-50	15
434	-40	15
435	-30	15
436	-20	15
437	-10	15
438	0	15
439	10	15
440	20	15
441	30	15
442	40	15
443	50	15
444	60	15
445	70	15
446	80	15
447	90	15
448	100	15
449	110	15
450	120	15
451	130	15
452	140	15
453	150	15
454	160	15
455	170	15
456	180	15
457	190	15
458	200	15
459	210	15
460	220	15
461	230	15
462	240	15
463	250	15
464	260	15
465	270	15
466	280	15
467	290	15
468	300	15
469	310	15
470	320	15
471	330	15
472	340	15
473	350	15
474	360	15
475	370	15
476	380	15
477	390	15
478	400	15
479	410	15
480	-535	10
